Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team,Sales_Level,Sales_Performance,High_Sales_Flag
Gerlach LLC ,"Wisozk, Brekke and Bartoletti Pharmacy",Falkensee,Germany,52.5583,13.0917,Pharmacy,Institution,Duraprazole Agalsixolol,Antiseptics,,375,750.0,November,2019,Morris Garcia,Tracy Banks,Bravo,Bajas,Bajo,0
Koss   ,Skiles-McKenzie Pharmaceutical Limited,Westerstede,Germany,53.25,7.9167,Hospital,Government,Kiovax Tercorolac,Analgesics,2.0,722,,November,2019,Thompson Crawford,James Goodwill,Alfa,Medias,Bajo,0
Erdman  ,Bartoletti-Altenwerth Pharm,Aalen,Germany,48.8372,10.0936,Hospital,Private,Tetalamide,Antibiotics,10.0,430,4300.0,November,2019,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,Trantow LLC Pharmacy,Landau,Germany,49.1994,8.1231,Hospital,Private,Atomorelin,Analgesics,1.0,555,555.0,November,2019,Stella Given,,Charlie,Bajas,Bajo,0
Koss   ,Paucek PLC ,Espelkamp,Germany,52.3772,8.6328,Pharmacy,Retail,Alglutriptan,Analgesics,400.0,301,120400.0,November,2019,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,1
Gerlach LLC ,Crist LLC ,Mühlacker,Germany,48.95,8.8392,Pharmacy,Institution,Agalsiline,Mood Stabilizers,15.0,64,960.0,November,2019,Jessica Smith,Britanny Bold,Delta,Bajas,Bajo,0
Koss   ,Barton Ltd Pharmaceutical Limited,Celle,Germany,52.6256,10.0825,Pharmacy,Retail,Trazozaprine,Mood Stabilizers,60.0,708,42480.0,November,2019,Jimmy Grey,,Charlie,Altas,Alto,1
Gerlach LLC ,Gerlach PLC Pharmaceutical Ltd,Lünen,Germany,51.6167,7.5167,Hospital,Private,Lovapur,Mood Stabilizers,3.0,551,1653.0,November,2019,,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,"Parker, Green and Emmerich Pharmacy",Frankfurt (Oder),Germany,52.35,14.55,Hospital,Government,Ergomethate,Mood Stabilizers,10.0,604,6040.0,November,2019,,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,Buckridge-Strosin Pharmaceutical Ltd,Erlangen,Germany,49.5964,11.0044,Hospital,Government,Stelazolid,Antimalarial,2.0,73,,November,2019,Daniel Gates,,Charlie,Bajas,Bajo,0
Koss   ,Torp-Fisher ,Grevenbroich,Germany,51.0883,6.5875,Pharmacy,Institution,Sevotrana Tiafoxin,Analgesics,10.0,460,4600.0,November,2019,,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,Hansen Group Pharmacy,Warendorf,Germany,51.9539,7.9933,Hospital,Government,Choriogestrel,Antiseptics,2.0,347,694.0,November,2019,Abigail Thompson,Tracy Banks,Bravo,Bajas,Bajo,0
Gerlach LLC ,"Reinger, Kihn and Goyette Pharma Plc",Euskirchen,Germany,50.6597,6.7917,Pharmacy,Retail,Hemavate Spirolinum,Mood Stabilizers,10.0,210,2100.0,November,2019,Erica Jones,James Goodwill,Alfa,Medias,Bajo,0
Koss   ,Wehner-Stehr Pharm,Chemnitz,Germany,50.8333,12.9167,Hospital,Government,Afretosine,Mood Stabilizers,70.0,404,28280.0,November,2019,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Cummings LLC ,Schwäbisch Gmünd,Germany,48.8,9.8,Hospital,Government,Aciprex,Antipiretics,2.0,421,842.0,November,2019,Mary Gerrard,Britanny Bold,Delta,Bajas,Bajo,0
Gerlach LLC ,Sauer-Herzog Pharmacy,Winsen,Germany,53.3667,10.2167,Pharmacy,Retail,Fosinofen,Antipiretics,20.0,385,7700.0,November,2019,Jimmy Grey,,Charlie,Altas,Alto,0
Gerlach LLC ,Leffler-Russel Pharmaceutical Limited,Hennigsdorf,Germany,52.6378,13.2036,Pharmacy,Institution,Afinitasol,Antipiretics,240.0,286,68640.0,November,2019,Alan Ray,James Goodwill,Alfa,Altas,Alto,1
Erdman  ,"Cormier, Dietrich and Zulauf Pharmacy",Riesa,Germany,51.3081,13.2939,Pharmacy,Institution,Syntheruvax Proracin,Antimalarial,20.0,86,1720.0,November,2019,Sheila Stones,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,Crona PLC Pharmaceutical Ltd,Schloß Holte-Stukenbrock,Germany,51.8833,,Pharmacy,Institution,Robapril,Antipiretics,,453,453.0,November,2019,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Gerlach LLC ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,49.4783,10.9903,Pharmacy,Retail,Paronium Atracustone,Analgesics,,414,,November,2019,Anne Wu,Britanny Bold,Delta,Medias,Bajo,0
Erdman  ,Murray PLC Pharma Plc,Reinbek,Germany,53.5089,10.2483,Hospital,Private,Alisteride Pemidizem,Antiseptics,35.0,35,1225.0,November,2019,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Koss   ,"Barrows, Zboncak and Reichert Pharm",Aurich,Germany,53.4714,7.4836,Pharmacy,Institution,Vibratosine Alemtrace,Antibiotics,,269,5380.0,November,2019,Erica Jones,James Goodwill,Alfa,Altas,Bajo,0
Koss   ,"Schinner, Gaylord and Treutel Pharmaceutical Limited",Ahrensburg,Germany,53.6747,10.2411,Hospital,Private,Acelimus,Analgesics,20.0,746,14920.0,November,2019,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,"Beer, Kohler and Beatty ",Oberursel,Germany,50.2028,8.5769,Hospital,Government,Tesnorphine Silotamine,Antibiotics,15.0,319,4785.0,November,2019,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,Sauer and Sons ,Mechernich,Germany,50.6,6.65,Pharmacy,Retail,Nevanide Actozide,Antibiotics,10.0,773,,November,2019,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Bosco-Marquardt Pharmaceutical Limited,Brandenburg,Germany,52.4117,12.5561,Hospital,Government,Aggrakine,Antiseptics,50.0,47,2350.0,November,2019,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,Hoeger Ltd ,Heidenheim,Germany,48.6761,,Pharmacy,Retail,Exexone,Mood Stabilizers,10.0,239,2390.0,November,2019,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,"Reinger, Kihn and Goyette Pharmaceutical Limited",Overath,Germany,50.95,7.3,Hospital,Government,Albudazole Erobloc,Antiseptics,5.0,563,2815.0,November,2019,Erica Jones,James Goodwill,Alfa,Medias,Bajo,0
Koss   ,"Barrows, Zboncak and Reichert Pharm",Aurich,Germany,53.4714,7.4836,Pharmacy,Institution,Lovavatol Azelavarix,Mood Stabilizers,173.0,106,18338.0,November,2019,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Erdman  ,West Group Pharma Plc,Aschersleben,Germany,51.75,11.4667,Pharmacy,Retail,Primapion,Antibiotics,100.0,492,49200.0,November,2019,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,1
Koss   ,Steuber Ltd Pharmaceutical Limited,Ennepetal,Germany,51.3021,7.3425,Pharmacy,Institution,Adtiza Gammaluble,Antibiotics,144.0,452,65088.0,November,2019,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,1
Koss   ,"Reinger, Kihn and Goyette Pharmaceutical Limited",Overath,Germany,50.95,7.3,Hospital,Government,Invisteride Diclomycin,Mood Stabilizers,120.0,452,54240.0,November,2019,Alan Ray,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,"Kutch, Daniel and Ortiz Pharm",Gummersbach,Germany,51.0333,7.5667,Hospital,Private,Alpradipine,Analgesics,76.0,445,33820.0,November,2019,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Jakubowski Inc Pharmacy,Gladbeck,Germany,51.5713,6.9827,Pharmacy,Institution,Tiaracil,Antipiretics,100.0,162,16200.0,November,2019,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Koss   ,Gleason PLC Pharma Plc,Bad Reichenhall,Germany,47.7247,12.8769,Pharmacy,Retail,Malaxolol Aeroprosyn,Antiseptics,-571.0,502,-286642.0,November,2019,Abigail Thompson,Tracy Banks,Bravo,,Bajo,0
Gerlach LLC ,"Parisian, Hagenes and Skiles Pharm",Greiz,Germany,50.6547,12.1997,Hospital,Government,Lovapur,Mood Stabilizers,84.0,551,46284.0,November,2019,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,1
Gerlach LLC ,Graham and Sons Pharma Plc,Bad Salzungen,Germany,50.8117,10.2333,Pharmacy,Institution,Exotropin Empizine,Mood Stabilizers,3.0,785,2355.0,November,2019,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Koss   ,Leffler-Russel Pharmaceutical Ltd,Lingen,Germany,52.5233,7.3172,Pharmacy,Retail,Sucprine Specbalamin,Antiseptics,50.0,182,9100.0,November,2019,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Koss   ,Bayer LLC Pharm,Neunkirchen,Germany,49.3448,7.1799,Hospital,Government,Trazozaprine,Mood Stabilizers,-256.0,708,-181248.0,November,2019,Mary Gerrard,Britanny Bold,Delta,,Bajo,0
Gerlach LLC ,Mayert-Weber Pharmaceutical Ltd,Apolda,Germany,51.0247,11.5139,Pharmacy,Institution,Symbisine Prednimadin,Mood Stabilizers,40.0,304,12160.0,November,2019,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,"Hirthe, Williamson and Macejkovic ",Schwandorf,Germany,49.3236,12.0993,Pharmacy,Retail,Ampysin,Analgesics,20.0,243,,November,2019,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Koss   ,"Sanford, Franecki and Greenholt Pharmaceutical Ltd",Rheine,Germany,52.2833,7.4333,Pharmacy,Institution,Secrelazine Insonamic,Antipiretics,960.0,694,666240.0,November,2019,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,1
Gerlach LLC ,Corkery-Kovacek Pharm,Kehl,Germany,48.5711,7.8089,Hospital,Private,Bexridol,Antipiretics,10.0,80,800.0,November,2019,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Koss   ,Funk PLC Pharma Plc,Rietberg,Germany,51.8,8.4333,Pharmacy,Institution,Sevoderm,Antipiretics,,663,16575.0,November,2019,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Koss   ,Kihn Group Pharmaceutical Limited,Norderstedt,Germany,53.7064,10.0103,Hospital,Government,Diazemid Felcept,Analgesics,10.0,613,6130.0,November,2019,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Koss   ,"Beahan, Littel and Ondricka ",Memmingen,Germany,47.9878,10.1811,Pharmacy,Institution,Lansopril Acribax,Antipiretics,10.0,492,4920.0,November,2019,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Koss   ,Buckridge Inc Pharm,Brühl,Germany,50.8333,6.9,Hospital,Government,Pulmodiol Adalaxime,Analgesics,20.0,605,,November,2020,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Koss   ,"Steuber, Skiles and Kilback Pharmacy",Datteln,Germany,51.6539,7.3417,Pharmacy,Institution,Relenvice,Antimalarial,15.0,459,6885.0,November,2020,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,McKenzie-Zemlak Pharm,Rheinbach,Germany,50.6256,6.9491,Pharmacy,Institution,Requimadin,Antimalarial,100.0,408,40800.0,November,2020,Erica Jones,,Alfa,Altas,Alto,0
Erdman  ,Waelchi LLC Pharmaceutical Limited,Essen,Germany,51.4508,7.0131,Hospital,Private,Apronazol,Antibiotics,48.0,472,22656.0,November,2020,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Koss   ,Runolfsson-Halvorson Pharmacy,Recklinghausen,Germany,51.6167,7.2,Pharmacy,Institution,Novakyn Tracprox,Antiseptics,10.0,288,2880.0,November,2020,Alan Ray,,Alfa,Medias,Bajo,0
Gerlach LLC ,"Hills, Stroman and Ernser Pharmaceutical Ltd",Zittau,Germany,50.8961,14.8072,Pharmacy,Institution,Alpharolac,Antipiretics,4.0,533,2132.0,November,2020,,James Goodwill,Alfa,Medias,Bajo,0
Erdman  ,Botsford PLC ,Reutlingen,Germany,48.4833,9.2167,Hospital,Government,Epzipitant,Analgesics,72.0,778,,November,2020,Sheila Stones,Britanny Bold,Delta,Altas,Alto,1
Gerlach LLC ,Marquardt PLC Pharmaceutical Ltd,Offenburg,Germany,48.4708,7.9408,Hospital,Government,Trazobalamin,Mood Stabilizers,10.0,762,7620.0,November,2020,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,0
Koss   ,"Barrows, Zboncak and Reichert Pharm",Aurich,Germany,53.4714,7.4836,Pharmacy,Institution,Enzastryl,Antiseptics,60.0,26,1560.0,November,2020,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,Gottlieb-Cruickshank Pharm,Schwabach,Germany,49.3292,11.0208,Pharmacy,Retail,Thalilamide,Antibiotics,144.0,615,88560.0,November,2020,Erica Jones,James Goodwill,Alfa,Altas,Alto,1
Koss   ,Mante-Grady Pharmaceutical Ltd,Laatzen,Germany,52.3077,9.8133,Pharmacy,Institution,Hepavice,Mood Stabilizers,5.0,140,700.0,November,2020,Stella Given,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gerlach LLC ,Runolfsson-Powlowski Pharmacy,Crailsheim,Germany,,10.0706,Hospital,Government,Aspinavir Silovance,Antibiotics,480.0,549,263520.0,November,2020,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,1
Erdman  ,Denesik-Hintz Pharmaceutical Limited,Dülmen,Germany,51.8308,7.2783,Hospital,Government,Tesnorphine Silotamine,Antibiotics,48.0,319,15312.0,November,2020,Jessica Smith,Britanny Bold,Delta,Altas,Alto,0
Koss   ,Upton PLC Pharma Plc,Munich,Germany,48.1372,11.5755,Hospital,Government,Tiaracil,Antipiretics,,162,1296.0,November,2020,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,Vandervort LLC Pharm,Stade,Germany,53.6008,9.4764,Pharmacy,Retail,Factolamide,Antiseptics,2.0,345,690.0,November,2020,Mary Gerrard,Britanny Bold,Delta,Bajas,Bajo,0
Gerlach LLC ,Hermiston LLC Pharmaceutical Ltd,Weingarten,Germany,47.8078,9.6417,Pharmacy,Retail,Ciclonazol,Antiseptics,3.0,121,363.0,November,2020,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gerlach LLC ,Franecki Inc Pharma Plc,Schwerte,Germany,51.4458,7.5653,Pharmacy,Retail,Tetalamide,Antibiotics,720.0,430,309600.0,November,2020,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,1
Gerlach LLC ,Leuschke PLC Pharmaceutical Ltd,Worms,Germany,49.6319,8.3653,Pharmacy,Institution,Adalatamine,Antiseptics,6.0,794,4764.0,November,2020,Morris Garcia,,Bravo,Medias,Bajo,0
Erdman  ,"Wisozk, Brekke and Bartoletti Pharmacy",Falkensee,Germany,52.5583,13.0917,Pharmacy,Institution,Alarudin Azarolac,Mood Stabilizers,50.0,567,28350.0,November,2020,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Barrows Inc Pharmaceutical Limited,Speyer,Germany,49.3194,8.4311,Pharmacy,Retail,Vibratosine Alemtrace,Antibiotics,180.0,269,48420.0,November,2020,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,Yundt-Crona Pharm,Pinneberg,Germany,53.6591,9.8009,Hospital,Government,Invisteride Diclomycin,Mood Stabilizers,50.0,452,22600.0,November,2020,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,"Barrows, Zboncak and Reichert Pharm",Aurich,Germany,53.4714,7.4836,Pharmacy,Institution,Aquamycin Lacoran,Analgesics,160.0,345,55200.0,November,2020,Alan Ray,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,Franecki Inc Pharma Plc,Schwerte,Germany,51.4458,7.5653,Pharmacy,Retail,Symbitrim,Analgesics,10.0,536,5360.0,November,2020,Sheila Stones,Britanny Bold,Delta,Altas,Bajo,0
Gerlach LLC ,Crist Inc Pharma Plc,Eschwege,Germany,51.1881,10.0528,Pharmacy,Retail,Doxivorin,Antimalarial,,516,74304.0,November,2020,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,1
Koss   ,Fritsch-Hauck Pharm,Fürstenwalde,Germany,52.3667,14.0667,Hospital,Government,Menogine,Antiseptics,20.0,742,14840.0,November,2020,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Koss   ,Osinski-Botsford Pharmacy,Wiesloch,Germany,,8.6983,Hospital,Government,Oxymotroban Fexoformin,Analgesics,100.0,458,45800.0,November,2020,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,1
Erdman  ,"Reynolds, Jast and Mante ",Achern,Germany,48.6314,8.0739,Pharmacy,Retail,Aspinavir Silovance,Antibiotics,10.0,549,5490.0,November,2020,Mary Gerrard,Britanny Bold,Delta,Altas,Bajo,0
Erdman  ,Ritchie-Rodriguez Pharmacy,Herford,Germany,52.1146,8.6734,Pharmacy,Retail,Cricane Acamsumab,Antiseptics,720.0,22,15840.0,November,2020,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,"Blanda, Stehr and Gleason Pharma Plc",Starnberg,Germany,47.9972,11.3406,Hospital,Private,Paronium Atracustone,Analgesics,5.0,414,2070.0,November,2020,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Koss   ,Marquardt PLC Pharmaceutical Ltd,Offenburg,Germany,48.4708,7.9408,Hospital,Government,Requimadin,Antimalarial,3.0,408,1224.0,November,2020,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,Runolfsson-Powlowski Pharmaceutical Limited,Wiesbaden,Germany,50.0825,8.24,Pharmacy,Institution,Relenvice,Antimalarial,300.0,459,137700.0,November,2020,Morris Garcia,,Bravo,Altas,Alto,1
Gerlach LLC ,"Kilback, Beer and Batz ",Ratingen,Germany,51.3,6.85,Pharmacy,Institution,Thionide,Analgesics,10.0,113,1130.0,November,2020,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Erdman  ,Kris LLC Pharmacy,Halberstadt,Germany,51.8958,11.0467,Hospital,Private,Dantocept Ferurenone,Antiseptics,140.0,307,42980.0,November,2020,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,1
Gerlach LLC ,Jacobs-Jones Pharma Plc,Schwedt (Oder),Germany,53.0631,14.2831,Pharmacy,Retail,Testant,Mood Stabilizers,40.0,488,19520.0,November,2020,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,"Corkery, Trantow and Ferry Pharma Plc",Geesthacht,Germany,53.4381,10.3747,Pharmacy,Institution,Presetron,Mood Stabilizers,84.0,216,18144.0,November,2020,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,Hane Ltd Pharmaceutical Ltd,Aichach,Germany,48.45,11.1333,Hospital,Private,Lansopril Acribax,Antipiretics,,492,14760.0,November,2020,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,0
Koss   ,"Herman, Rice and Rippin Pharmaceutical Limited",Schorndorf,Germany,48.8,9.5333,Pharmacy,Institution,Albudazole Erobloc,Antiseptics,3.0,563,1689.0,November,2020,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,"Hahn, Rutherford and Gislason Pharm",Kulmbach,Germany,50.1,11.4333,Pharmacy,Retail,Tetratanyl,Antimalarial,20.0,511,10220.0,November,2020,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Kling Inc Pharm,Heilbronn,Germany,49.1404,9.218,Pharmacy,Institution,Angioparin Brimosumab,Mood Stabilizers,50.0,682,34100.0,November,2020,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Koss   ,Fahey-Flatley ,Hagen,Germany,51.3594,7.475,Hospital,Government,Aggrakine,Antiseptics,6.0,47,282.0,November,2020,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gerlach LLC ,"Cormier, Dietrich and Zulauf Pharmaceutical Limited",Esslingen,Germany,48.7406,9.3108,Hospital,Government,Acantaine,Antibiotics,,66,660.0,November,2020,Stella Given,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gerlach LLC ,"Upton, Abernathy and Goodwin Pharm",Kelkheim (Taunus),Germany,50.138,8.4525,Pharmacy,Retail,Afluferon Entrarenone,Antimalarial,20.0,104,2080.0,November,2020,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Koss   ,Erdman PLC ,Holzminden,Germany,51.8297,9.4483,Pharmacy,Retail,Ganineva Agenium,Antiseptics,20.0,390,7800.0,November,2020,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,"Fritsch, Hodkiewicz and Sipes Pharmacy",Haldensleben,Germany,52.2833,11.4167,Pharmacy,Retail,Pazofenac,Mood Stabilizers,15.0,123,1845.0,November,2020,Sheila Stones,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,"Wuckert, Kreiger and Howell Pharma Plc",Lippstadt,Germany,51.6667,8.35,Hospital,Government,Afaxacin,Analgesics,10.0,60,600.0,November,2020,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Gerlach LLC ,Feest PLC Pharmaceutical Limited,Göppingen,Germany,48.7025,9.6528,Pharmacy,Institution,Imiformin Transmunex,Antibiotics,2.0,400,800.0,November,2020,Erica Jones,James Goodwill,Alfa,Bajas,Bajo,0
Koss   ,"Upton, Abernathy and Goodwin Pharm",Kelkheim (Taunus),Germany,50.138,8.4525,Pharmacy,Retail,Oxymotroban Fexoformin,Analgesics,70.0,458,32060.0,November,2020,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,Barrows-Kohler Pharm,Hamburg,Germany,53.55,10.0,Hospital,Private,Epzipitant,Analgesics,100.0,778,77800.0,November,2020,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,1
Hansen Group Pharm,Wolff Group Pharmaceutical Ltd,Alsdorf,Germany,50.8744,6.1615,Hospital,Private,Palodizem,Mood Stabilizers,,201,201.0,November,2020,Morris Garcia,Tracy Banks,Bravo,Bajas,Bajo,0
Gerlach LLC ,Rutherford and Sons Pharm,Meppen,Germany,52.6906,7.291,Hospital,Government,Factofribrate,Mood Stabilizers,10.0,99,,November,2020,Morris Garcia,Tracy Banks,Bravo,Bajas,Bajo,0
Erdman  ,Doyle-Tillman Pharm,Erftstadt,Germany,50.8167,6.7667,Hospital,Private,Quiniprosyn,Antiseptics,50.0,445,22250.0,November,2020,Stella Given,,Charlie,Altas,Alto,0
Hansen Group Pharm,Marquardt PLC ,Wetter (Ruhr),Germany,51.3881,7.395,Hospital,Government,Spiroderall,Mood Stabilizers,6.0,653,3918.0,November,2020,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Erdman  ,Zemlak Group Pharm,Vechta,Germany,52.7306,8.2886,Hospital,Private,Topitaine,Mood Stabilizers,1800.0,517,930600.0,November,2020,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,1
Gerlach LLC ,Huels-Klein Pharmaceutical Ltd,Helmstedt,Germany,52.2281,11.0106,Pharmacy,Retail,Cogxone Levanide,Antimalarial,20.0,686,13720.0,November,2020,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Koss   ,"Rodriguez, Stokes and Dickens Pharma Plc",Sömmerda,Germany,51.1617,11.1169,Hospital,Government,Rebedase Aplencor,Mood Stabilizers,5.0,180,900.0,November,2020,Erica Jones,James Goodwill,Alfa,Bajas,Bajo,0
Koss   ,Barrows-Kohler Pharma Plc,Coesfeld,Germany,51.9458,7.1675,Pharmacy,Retail,Ceretosine,Antiseptics,,343,3430.0,November,2020,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,"Haag, Bradtke and Terry ",Osterholz-Scharmbeck,Germany,53.2269,8.7947,Pharmacy,Institution,Acycnafine Microvate,Mood Stabilizers,50.0,658,32900.0,November,2020,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,"Kutch, Daniel and Ortiz Pharm",Gummersbach,Germany,51.0333,7.5667,Hospital,Private,Antilamin Clinbital,Antibiotics,5.0,664,,November,2020,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Koss   ,Balistreri Group Pharm,Böblingen,Germany,48.6833,9.0,Hospital,Government,Cordamectin Actolamin,Antipiretics,1.0,367,367.0,November,2020,Daniel Gates,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gerlach LLC ,Cassin PLC Pharma Plc,Mühldorf,Germany,48.2456,,Pharmacy,Retail,Halciramine,Antimalarial,2.0,409,818.0,November,2020,Morris Garcia,Tracy Banks,Bravo,Bajas,Bajo,0
Gerlach LLC ,"Steuber, Skiles and Kilback Pharmacy",Datteln,Germany,51.6539,7.3417,Pharmacy,Institution,Dantocept Ferurenone,Antiseptics,225.0,307,69075.0,November,2020,Alan Ray,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,Sipes and Sons Pharma Plc,Radebeul,Germany,51.1033,13.67,Hospital,Private,Cricane Acamsumab,Antiseptics,50.0,22,1100.0,November,2020,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Koss   ,"Wisozk, Brekke and Bartoletti ",Sonneberg,Germany,,11.1667,Hospital,Government,Aprerase,Antipiretics,3.0,726,2178.0,November,2020,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,"Bernier, Murphy and Rau Pharmaceutical Limited",Oberhausen,Germany,51.4699,6.8514,Hospital,Government,Sanctumine,Antimalarial,200.0,149,29800.0,November,2020,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,"Beer, Kohler and Beatty Pharmacy",Obertshausen,Germany,50.0715,,Pharmacy,Retail,Rositroban,Mood Stabilizers,2.0,481,962.0,November,2020,Anne Wu,Britanny Bold,Delta,Bajas,Bajo,0
Gerlach LLC ,"Spinka, Schowalter and Conn Pharma Plc",Emmendingen,Germany,48.1214,7.8492,Hospital,Government,Angioparin Brimosumab,Mood Stabilizers,1.0,682,682.0,November,2020,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Gerlach LLC ,"Parker, Green and Emmerich Pharmacy",Frankfurt (Oder),Germany,52.35,14.55,Hospital,Government,Afretosine,Mood Stabilizers,10.0,404,4040.0,November,2020,Thompson Crawford,James Goodwill,Alfa,Medias,Bajo,0
Erdman  ,West Group Pharma Plc,Aschersleben,Germany,51.75,11.4667,Pharmacy,Retail,Xenaminphen,Antimalarial,30.0,195,5850.0,November,2020,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,Corkery-Kovacek Pharma Plc,Frankfurt,Germany,50.1136,8.6797,Pharmacy,Institution,Effigine Propraprex,Antimalarial,,377,5655.0,November,2020,Daniel Gates,Alisha Cordwell,Charlie,Altas,Bajo,0
